stn;time;ths200dx;ths200dn;ths200d0;rre150d0;hto000d0;hns000d0
SAM;19810416;12.8;-3.7;4.6;0.0;0;0
SAM;19810417;8.0;-5.1;1.5;0.0;0;0
SAM;19810418;1.5;-8.8;-3.6;0.0;0;0
SAM;19810419;2.9;-14.6;-3.9;1.5;0;9
SAM;19810420;0.2;-4.4;-2.5;0.2;9;0
SAM;19810421;5.2;-8.0;-1.8;0.0;0;0
SAM;19810422;10.5;-10.5;0.4;0.0;0;0
SAM;19810423;9.9;-5.3;2.1;0.0;0;0
SAM;19810424;9.0;-3.9;2.4;0.5;0;0
SAM;19810425;6.2;0.4;2.3;0.4;0;0
SAM;19810426;7.7;-0.1;2.5;4.6;0;0
SAM;19810427;2.1;-4.3;-1.9;0.0;0;0
SAM;19810428;2.8;-6.7;-1.8;0.0;0;0
SAM;19810429;4.7;-6.6;0.0;0.0;0;0
SAM;19810430;10.0;-5.7;3.3;0.0;0;0
SAM;19810501;10.5;-0.6;5.2;0.1;0;0
SAM;19810502;7.3;0.8;3.6;0.0;0;0
SAM;19810503;7.0;-2.9;2.2;0.8;0;2
SAM;19810504;2.5;-2.5;-0.5;0.0;2;0
SAM;19810505;3.0;-3.0;-0.9;0.1;0;0
SAM;19810506;10.3;-5.8;1.4;0.0;0;0
SAM;19810507;15.8;-7.4;5.4;0.0;0;0
SAM;19810508;13.4;3.8;7.5;0.0;0;0
SAM;19810509;14.3;2.1;8.0;0.0;0;0
SAM;19810510;14.3;-2.1;6.4;2.7;0;0
SAM;19810511;6.3;-0.5;3.2;3.9;0;0
SAM;19810512;9.8;-0.7;4.3;0.3;0;0
SAM;19810513;9.0;2.9;4.8;4.4;0;0
SAM;19810514;11.7;2.7;6.0;0.3;0;0
SAM;19810515;10.6;4.0;6.2;0.0;0;0
SAM;19810516;10.8;-0.3;5.5;0.0;0;0
SAM;19810517;8.4;-4.9;2.7;3.2;0;0
SAM;19810518;12.5;-6.1;4.4;0.0;0;0
SAM;19810519;15.6;-3.4;6.8;0.0;0;0
SAM;19810520;17.8;-2.2;8.1;0.0;0;0
SAM;19810521;18.9;2.8;11.4;0.0;0;0
SAM;19810522;13.2;3.5;7.5;7.0;0;0
SAM;19810523;14.8;3.2;7.9;0.0;0;0
SAM;19810524;9.1;5.6;7.1;1.2;0;0
SAM;19810525;8.0;4.3;6.2;13.1;0;0
SAM;19810526;4.7;0.9;1.9;78.5;0;16
SAM;19810527;3.4;0.6;1.3;10.0;16;9
SAM;19810528;7.4;-1.1;3.0;0.0;11;0
SAM;19810529;12.9;-0.6;6.1;0.0;5;0
SAM;19810530;14.7;-1.0;7.3;0.0;0;0
SAM;19810531;17.1;-2.5;8.3;0.0;0;0
SAM;19810601;18.5;0.4;10.8;0.0;0;0
SAM;19810602;22.0;2.1;12.4;0.0;0;0
SAM;19810603;21.0;1.5;12.5;0.2;0;0
SAM;19810604;12.3;3.5;6.8;11.6;0;0
SAM;19810605;12.8;0.1;6.9;0.0;0;0
SAM;19810606;17.2;-3.0;9.2;0.6;0;0
SAM;19810607;18.0;7.3;11.7;0.0;0;0
SAM;19810608;16.7;5.8;11.2;0.2;0;0
SAM;19810609;20.6;2.6;11.9;12.7;0;0
SAM;19810610;19.3;1.8;11.2;0.0;0;0
SAM;19810611;19.9;1.2;11.7;0.0;0;0
SAM;19810612;21.4;2.2;13.6;0.0;0;0
SAM;19810613;19.8;3.3;13.9;0.0;0;0
SAM;19810614;23.0;2.2;13.0;0.0;0;0
SAM;19810615;23.2;1.7;13.1;0.0;0;0
SAM;19810616;20.1;2.2;9.6;1.4;0;0
SAM;19810617;14.2;-1.3;6.8;0.0;0;0
SAM;19810618;4.2;1.5;3.0;0.2;0;0
SAM;19810619;10.3;0.5;5.3;0.0;0;0
SAM;19810620;11.5;-4.5;5.2;0.0;0;0
SAM;19810621;10.3;1.9;5.3;0.2;0;0
SAM;19810622;6.7;-0.1;3.8;0.0;0;0
SAM;19810623;12.8;0.6;7.3;0.0;0;0
SAM;19810624;15.0;-1.3;8.1;2.0;0;0
SAM;19810625;14.1;4.7;8.5;0.2;0;0
SAM;19810626;11.8;3.5;7.5;2.0;0;0
SAM;19810627;15.8;0.2;9.0;0.0;0;0
SAM;19810628;14.7;3.7;9.3;15.3;0;0
SAM;19810629;15.2;1.9;9.6;0.0;0;0
SAM;19810630;16.1;-1.6;7.9;0.0;0;0
SAM;19810701;18.0;-1.1;10.0;0.0;0;0
SAM;19810702;18.3;6.6;13.1;7.9;0;0
SAM;19810703;16.4;1.2;10.5;26.7;0;0
SAM;19810704;13.8;1.3;7.9;0.0;0;0
SAM;19810705;16.7;0.4;9.4;0.0;0;0
SAM;19810706;16.3;4.0;11.2;0.4;0;0
SAM;19810707;18.3;2.9;11.4;0.0;0;0
SAM;19810708;18.6;5.2;11.9;0.0;0;0
SAM;19810709;20.2;5.0;13.3;0.0;0;0
SAM;19810710;20.5;9.4;13.1;2.2;0;0
SAM;19810711;19.3;4.2;12.0;2.5;0;0
SAM;19810712;17.8;7.4;12.6;0.0;0;0
SAM;19810713;19.1;3.9;11.3;7.2;0;0
SAM;19810714;16.9;3.9;11.6;0.0;0;0
SAM;19810715;16.5;0.4;9.7;0.0;0;0
SAM;19810716;19.2;3.4;12.0;0.2;0;0
SAM;19810717;18.3;7.9;11.8;48.2;0;0
SAM;19810718;8.3;0.4;3.3;44.4;0;4
SAM;19810719;4.7;0.8;2.4;12.4;4;0
SAM;19810720;10.0;1.4;5.4;4.8;0;0
SAM;19810721;14.1;1.9;8.0;0.4;0;0
SAM;19810722;15.8;0.1;9.1;0.6;0;0
SAM;19810723;13.8;5.4;9.4;1.0;0;0
SAM;19810724;12.6;3.7;6.6;20.9;0;0
SAM;19810725;11.5;2.5;6.4;0.0;0;0
SAM;19810726;9.3;2.5;5.7;0.1;0;0
SAM;19810727;9.7;-0.9;5.9;0.7;0;0
SAM;19810728;14.0;5.6;9.6;0.0;0;0
SAM;19810729;20.2;0.8;10.8;0.0;0;0
SAM;19810730;21.4;1.3;11.5;0.0;0;0
SAM;19810731;23.6;4.0;13.6;0.0;0;0
SAM;19810801;22.7;6.9;14.5;0.0;0;0
SAM;19810802;22.2;5.7;14.5;0.0;0;0
SAM;19810803;23.6;8.4;15.7;0.0;0;0
SAM;19810804;23.0;5.3;14.3;0.0;0;0
SAM;19810805;24.7;2.9;14.7;0.0;0;0
SAM;19810806;21.4;9.1;14.1;6.3;0;0
SAM;19810807;21.6;6.5;12.5;4.6;0;0
SAM;19810808;20.7;5.1;12.8;8.0;0;0
SAM;19810809;17.4;7.7;11.6;0.7;0;0
SAM;19810810;16.9;5.4;11.3;0.0;0;0
SAM;19810811;14.8;8.5;10.6;4.1;0;0
SAM;19810812;17.3;6.5;11.5;0.0;0;0
SAM;19810813;19.9;2.1;11.3;0.0;0;0
SAM;19810814;20.2;2.7;11.7;0.0;0;0
SAM;19810815;21.2;2.5;12.5;0.0;0;0
SAM;19810816;22.1;4.5;13.0;6.9;0;0
SAM;19810817;16.5;0.2;10.9;0.1;0;0
SAM;19810818;18.8;-3.3;7.9;0.0;0;0
SAM;19810819;19.5;-1.3;9.5;0.0;0;0
SAM;19810820;17.0;3.0;10.5;1.7;0;0
SAM;19810821;13.4;5.1;9.3;0.0;0;0
SAM;19810822;16.4;-3.2;7.2;0.0;0;0
SAM;19810823;14.9;0.9;7.1;0.1;0;0
SAM;19810824;11.5;0.6;6.1;0.0;0;0
SAM;19810825;15.2;-2.8;6.6;0.0;0;0
SAM;19810826;16.5;-4.3;7.5;0.0;0;0
SAM;19810827;16.3;1.4;10.0;0.0;0;0
SAM;19810828;15.9;-0.8;7.5;0.0;0;0
SAM;19810829;19.1;-3.0;8.4;0.0;0;0
SAM;19810830;19.1;1.2;10.5;0.0;0;0
SAM;19810831;17.8;4.7;11.6;0.0;0;0
SAM;19810901;12.6;5.6;9.6;1.6;0;0
SAM;19810902;14.4;6.4;9.4;1.0;0;0
SAM;19810903;10.5;5.9;7.9;8.7;0;0
SAM;19810904;8.9;3.0;6.5;0.0;0;0
SAM;19810905;15.9;2.7;8.7;0.0;0;0
SAM;19810906;18.2;1.2;9.0;0.0;0;0
SAM;19810907;17.7;1.9;10.1;0.0;0;0
SAM;19810908;20.1;3.0;11.2;0.0;0;0
SAM;19810909;15.5;4.9;10.8;0.1;0;0
SAM;19810910;15.7;6.1;9.5;3.3;0;0
SAM;19810911;16.4;2.5;9.8;0.1;0;0
SAM;19810912;18.6;0.4;9.6;0.0;0;0
SAM;19810913;10.3;5.2;8.1;18.8;0;0
SAM;19810914;9.8;4.0;6.1;0.5;0;0
SAM;19810915;11.9;2.5;6.6;0.0;0;0
SAM;19810916;14.2;2.5;7.7;0.0;0;0
SAM;19810917;18.0;-2.2;7.3;0.0;0;0
SAM;19810918;14.9;6.3;10.0;1.6;0;0
SAM;19810919;11.8;8.5;9.9;2.1;0;0
SAM;19810920;16.2;9.2;11.9;0.0;0;0
SAM;19810921;15.8;8.5;11.9;6.0;0;0
SAM;19810922;11.9;9.6;10.3;16.0;0;0
SAM;19810923;10.3;7.2;9.3;13.0;0;0
SAM;19810924;10.8;6.4;8.0;4.8;0;0
SAM;19810925;13.2;3.5;8.2;1.1;0;0
SAM;19810926;10.8;7.1;8.5;35.8;0;0
SAM;19810927;11.9;0.2;6.1;14.0;0;0
SAM;19810928;5.3;1.2;2.7;16.9;0;2
SAM;19810929;5.3;1.0;2.5;0.3;2;0
SAM;19810930;10.1;-2.2;3.5;0.0;0;0
SAM;19811001;11.9;-3.8;3.8;0.0;0;0
SAM;19811002;7.6;2.1;4.5;2.4;0;0
SAM;19811003;9.8;2.2;5.5;1.4;0;0
SAM;19811004;12.3;3.5;7.7;0.0;0;0
SAM;19811005;13.5;5.2;8.8;0.0;0;0
SAM;19811006;14.7;2.9;8.8;0.0;0;0
SAM;19811007;14.1;-0.9;8.1;1.4;0;0
SAM;19811008;14.1;-4.4;4.2;0.0;0;0
SAM;19811009;17.3;-2.6;6.7;0.0;0;0
SAM;19811010;12.8;7.7;9.1;0.2;0;0
SAM;19811011;12.2;2.3;7.3;0.0;0;0
SAM;19811012;4.4;-4.1;0.7;3.9;0;0
SAM;19811013;4.2;-6.5;0.9;0.0;0;0
SAM;19811014;7.1;-9.5;-0.2;0.2;0;0
SAM;19811015;15.9;2.1;6.5;0.0;0;0
SAM;19811016;14.4;-4.4;5.9;0.0;0;0
SAM;19811017;14.7;0.6;7.3;0.0;0;0
SAM;19811018;15.1;-1.5;6.5;0.0;0;0
SAM;19811019;13.1;-3.7;4.6;0.0;0;0
SAM;19811020;10.8;-4.7;3.3;0.0;0;0
SAM;19811021;6.8;-0.2;4.2;11.2;0;13
SAM;19811022;-0.8;-10.7;-3.3;1.6;13;4
SAM;19811023;-1.5;-20.8;-10.8;0.0;14;0
SAM;19811024;0.0;-16.8;-8.0;0.0;13;0
SAM;19811025;0.5;-18.2;-7.4;0.1;13;2
SAM;19811026;-1.3;-5.3;-2.8;27.5;15;47
SAM;19811027;-2.7;-11.1;-4.2;5.3;56;7
SAM;19811028;2.1;-17.1;-6.6;0.0;51;0
SAM;19811029;2.9;-19.1;-8.1;0.0;48;0
SAM;19811030;3.3;-7.6;-0.6;0.0;43;0
SAM;19811031;5.2;-4.2;0.7;0.0;33;0
SAM;19811101;7.2;-8.7;-2.0;0.0;30;0
SAM;19811102;11.2;-4.4;1.0;0.0;29;0
SAM;19811103;8.9;-7.5;-0.6;0.0;25;0
SAM;19811104;8.8;-8.2;-1.9;0.0;0;0
SAM;19811105;8.5;-10.0;-0.8;0.0;17;0
SAM;19811106;3.6;-14.7;-2.8;0.0;17;0
SAM;19811107;0.0;-18.9;-9.7;0.0;16;0
SAM;19811108;-2.8;-18.4;-11.6;0.0;16;0
SAM;19811109;-3.2;-19.1;-12.7;0.0;16;0
SAM;19811110;-6.1;-22.6;-14.8;0.0;16;0
SAM;19811111;-0.8;-22.9;-10.7;0.0;16;0
SAM;19811112;2.1;-6.1;-2.0;0.0;16;0
SAM;19811113;2.0;-8.6;-2.6;0.2;16;4
SAM;19811114;-1.7;-6.2;-5.2;4.4;20;17
SAM;19811115;-4.0;-24.8;-10.1;0.0;27;0
SAM;19811116;-9.0;-29.1;-20.6;0.0;26;0
SAM;19811117;-2.5;-24.3;-14.4;0.0;26;0
SAM;19811118;3.6;-13.1;-5.4;0.0;25;0
SAM;19811119;4.3;-9.2;-2.5;0.0;24;0
SAM;19811120;3.8;-11.3;-4.8;0.0;23;0
SAM;19811121;3.4;-12.2;-5.4;0.0;21;0
SAM;19811122;3.5;-7.8;-4.1;0.0;21;0
SAM;19811123;4.8;-10.9;-5.1;0.0;21;0
SAM;19811124;4.4;-4.4;-0.8;0.0;20;0
SAM;19811125;1.6;-4.9;-2.0;0.0;19;0
SAM;19811126;-0.7;-13.4;-6.1;0.0;19;0
SAM;19811127;3.8;-13.2;-4.5;0.7;19;8
SAM;19811128;-0.9;-12.7;-5.1;0.9;22;5
SAM;19811129;-4.7;-7.0;-6.6;6.0;23;12
SAM;19811130;-0.8;-5.7;-4.5;2.3;32;9
SAM;19811201;-0.9;-6.7;-5.4;0.3;37;4
SAM;19811202;-3.9;-13.1;-7.8;0.0;39;0
SAM;19811203;-6.5;-21.9;-13.3;0.0;39;1
SAM;19811204;4.8;-19.8;-5.7;2.1;40;6
SAM;19811205;0.0;-18.2;-6.5;0.0;42;0
SAM;19811206;-3.5;-20.6;-10.4;0.0;41;0
SAM;19811207;-1.3;-9.4;-5.0;0.0;40;0
SAM;19811208;2.2;-2.7;-1.5;1.3;39;8
SAM;19811209;0.9;-15.6;-4.5;0.0;45;0
SAM;19811210;0.2;-17.7;-4.9;0.1;44;0
SAM;19811211;0.3;-7.0;-2.8;0.0;41;0
SAM;19811212;-0.5;-13.8;-5.7;0.0;39;0
SAM;19811213;-7.4;-11.3;-9.8;0.7;39;6
SAM;19811214;-0.8;-8.8;-6.8;1.3;44;7
SAM;19811215;-3.1;-7.2;-5.4;5.8;51;16
SAM;19811216;1.9;-4.1;-2.2;3.0;58;23
SAM;19811217;-0.4;-18.1;-7.4;0.1;65;3
SAM;19811218;-1.9;-10.5;-4.8;10.7;62;23
SAM;19811219;-2.3;-26.9;-10.7;0.0;79;1
SAM;19811220;-13.7;-33.1;-23.3;0.0;74;0
SAM;19811221;-4.8;-14.3;-7.8;1.9;70;6
SAM;19811222;-3.5;-8.4;-5.9;0.9;72;2
SAM;19811223;-6.5;-18.6;-11.9;0.0;70;0
SAM;19811224;-3.4;-14.5;-8.2;0.9;66;5
SAM;19811225;-3.8;-10.8;-7.3;0.0;69;0
SAM;19811226;-9.2;-28.8;-17.0;0.0;66;0
SAM;19811227;-6.2;-26.6;-15.7;0.0;66;0
SAM;19811228;-2.4;-12.0;-6.8;1.1;65;6
SAM;19811229;0.4;-7.2;-2.0;14.8;69;30
SAM;19811230;1.3;-20.3;-7.7;3.8;87;2
SAM;19811231;2.4;0.6;1.6;9.1;78;12
SAM;19820101;1.3;-2.8;-0.3;4.8;86;10
SAM;19820102;-3.2;-15.9;-8.7;0.0;93;0
SAM;19820103;1.2;-10.8;-6.5;0.0;90;0
SAM;19820104;0.5;-7.7;-3.0;0.0;87;0
SAM;19820105;1.4;-6.5;-2.2;1.8;86;3
SAM;19820106;1.3;-1.1;0.2;0.1;85;0
SAM;19820107;-2.1;-20.7;-8.1;0.2;82;1
SAM;19820108;-6.4;-15.9;-9.6;0.1;83;4
SAM;19820109;4.2;-5.5;-1.1;0.0;85;0
SAM;19820110;3.9;-4.0;-0.7;0.0;84;0
SAM;19820111;0.9;-6.6;-1.9;0.1;82;0
SAM;19820112;2.0;-5.7;-2.0;0.0;82;0
SAM;19820113;-1.5;-17.7;-7.1;0.0;81;0
SAM;19820114;-1.0;-18.2;-9.2;0.0;81;0
SAM;19820115;0.2;-11.2;-4.9;0.0;81;0
SAM;19820116;1.4;-16.5;-8.9;0.0;81;0
SAM;19820117;-1.5;-15.6;-11.1;0.0;81;0
SAM;19820118;-2.9;-19.7;-13.0;0.0;80;0
SAM;19820119;-2.4;-21.1;-13.3;0.0;80;0
SAM;19820120;-2.4;-20.4;-13.3;0.0;80;0
SAM;19820121;-3.1;-20.8;-13.7;0.0;80;0
SAM;19820122;-1.3;-18.8;-10.6;0.0;80;0
SAM;19820123;-2.9;-13.5;-8.2;1.3;78;2
SAM;19820124;-4.8;-13.1;-8.3;0.1;80;4
SAM;19820125;-6.1;-24.2;-15.4;0.0;81;0
SAM;19820126;-1.7;-26.4;-12.9;0.0;81;0
SAM;19820127;-4.9;-13.6;-6.9;1.0;80;4
SAM;19820128;-1.9;-13.3;-6.5;0.0;83;1
SAM;19820129;-0.7;-12.5;-4.5;23.4;82;44
SAM;19820130;4.7;-4.7;0.8;1.8;124;3
SAM;19820131;3.4;-6.9;1.2;0.7;112;0
SAM;19820201;-1.0;-19.6;-9.2;0.0;110;0
SAM;19820202;-2.9;-25.5;-14.9;0.0;110;0
SAM;19820203;-2.8;-29.2;-18.9;0.0;110;0
SAM;19820204;-4.2;-29.2;-15.7;0.0;110;0
SAM;19820205;-2.4;-24.5;-14.9;0.0;110;0
SAM;19820206;0.2;-22.3;-9.4;0.0;108;0
SAM;19820207;4.8;-15.5;-4.7;0.0;106;0
SAM;19820208;2.1;-16.0;-6.3;0.0;106;0
SAM;19820209;1.7;-14.2;-6.5;0.0;105;0
SAM;19820210;4.4;-18.1;-8.2;0.0;104;0
SAM;19820211;4.6;-16.6;-7.7;0.0;103;0
SAM;19820212;3.7;-18.7;-8.9;0.0;102;0
SAM;19820213;3.6;-18.8;-8.4;0.0;101;0
SAM;19820214;1.0;-16.9;-6.3;0.0;100;1
SAM;19820215;-1.8;-14.1;-5.6;0.9;100;3
SAM;19820216;0.1;-13.3;-5.4;1.3;102;2
SAM;19820217;2.0;-4.2;-1.2;0.9;103;0
SAM;19820218;1.9;-9.1;-4.1;0.0;101;0
SAM;19820219;3.2;-5.1;-1.5;0.0;99;0
SAM;19820220;2.7;-12.1;-3.7;0.2;98;1
SAM;19820221;-2.3;-22.4;-8.8;0.0;95;0
SAM;19820222;-3.4;-29.2;-15.1;0.0;93;1
SAM;19820223;-10.6;-13.3;-12.0;0.0;93;0
SAM;19820224;-4.7;-23.5;-12.0;0.0;93;0
SAM;19820225;-2.8;-25.1;-12.6;0.0;93;0
SAM;19820226;-6.5;-23.9;-15.4;0.0;93;0
SAM;19820227;0.2;-27.5;-15.3;0.0;90;0
SAM;19820228;6.5;-22.8;-7.6;0.0;90;0
SAM;19820301;8.6;-14.1;-2.7;0.0;84;0
SAM;19820302;-0.6;-11.3;-4.7;0.9;82;2
SAM;19820303;2.0;-16.6;-6.5;0.0;81;0
SAM;19820304;2.3;-15.6;-5.6;1.8;80;3
SAM;19820305;-1.8;-7.4;-3.9;0.0;83;0
SAM;19820306;-3.9;-23.2;-11.7;0.0;79;0
SAM;19820307;-0.9;-23.5;-9.1;0.0;79;1
SAM;19820308;0.1;-8.7;-3.4;0.8;80;3
SAM;19820309;1.1;-8.9;-3.9;0.0;82;0
SAM;19820310;-0.3;-11.0;-4.8;0.0;78;3
SAM;19820311;-1.8;-6.9;-4.7;4.2;80;9
SAM;19820312;0.4;-21.4;-7.0;0.6;88;5
SAM;19820313;-2.3;-8.8;-6.0;0.9;80;3
SAM;19820314;-2.8;-21.8;-10.2;0.0;82;0
SAM;19820315;0.9;-25.1;-11.0;0.0;82;0
SAM;19820316;1.2;-18.4;-7.0;0.0;80;0
SAM;19820317;-0.1;-12.2;-4.0;4.2;78;10
SAM;19820318;-3.6;-7.5;-4.9;2.3;88;5
SAM;19820319;-1.8;-18.5;-7.8;0.3;84;2
SAM;19820320;-1.6;-15.1;-7.5;0.4;81;0
SAM;19820321;0.5;-11.2;-4.9;0.0;82;0
SAM;19820322;-0.7;-6.0;-3.5;0.0;78;0
SAM;19820323;-1.1;-8.0;-4.7;0.0;78;0
SAM;19820324;3.4;-16.8;-6.7;0.0;77;0
SAM;19820325;5.4;-20.7;-7.7;0.0;75;0
SAM;19820326;5.4;-17.3;-5.0;0.0;70;0
SAM;19820327;7.0;-15.9;-2.2;0.0;65;1
SAM;19820328;3.1;-3.6;0.1;0.3;60;0
SAM;19820329;3.3;-11.0;-2.1;0.0;60;0
SAM;19820330;4.6;-5.6;0.3;0.3;57;2
SAM;19820331;3.8;-7.9;-0.5;0.8;54;0
SAM;19820401;5.4;-13.8;-2.3;0.0;52;0
SAM;19820402;5.3;-8.6;-0.9;0.0;49;0
SAM;19820403;7.7;-5.1;0.9;0.0;42;0
SAM;19820404;8.4;-5.8;1.1;0.0;40;0
SAM;19820405;6.7;-5.1;2.1;0.0;36;0
SAM;19820406;7.3;-0.1;3.6;0.0;33;0
SAM;19820407;10.4;-1.5;3.4;0.0;30;0
SAM;19820408;8.4;-3.1;2.6;0.2;28;0
SAM;19820409;5.4;-4.8;1.2;0.1;26;0
SAM;19820410;4.8;-9.3;-1.4;0.0;25;0
SAM;19820411;6.6;-10.5;-0.8;0.0;24;0
SAM;19820412;4.7;-2.0;0.6;0.0;23;0
SAM;19820413;1.6;-8.1;-3.1;0.0;20;0
SAM;19820414;1.6;-7.3;-3.6;0.0;20;0
SAM;19820415;5.7;-9.2;-1.2;0.0;18;0
SAM;19820416;6.5;-2.6;1.5;0.0;14;0
SAM;19820417;7.9;-4.2;2.7;0.0;10;0
SAM;19820418;7.9;-6.6;0.5;0.0;4;0
SAM;19820419;7.4;-7.5;-0.2;0.0;0;0
SAM;19820420;4.1;-7.7;-1.6;0.0;0;0
SAM;19820421;5.2;-8.1;-1.3;0.0;0;0
SAM;19820422;4.4;-7.8;-1.3;0.0;0;0
SAM;19820423;6.6;-8.3;-0.6;0.0;0;0
SAM;19820424;2.5;-2.8;-0.9;0.0;0;0
SAM;19820425;4.6;-7.4;-0.9;0.0;0;0
SAM;19820426;8.1;-7.9;0.6;0.0;0;0
SAM;19820427;5.9;-3.9;0.9;0.0;0;0
SAM;19820428;5.7;-7.4;0.2;0.0;0;0
SAM;19820429;5.4;-0.5;1.8;0.1;0;3
SAM;19820430;1.7;-4.7;-1.9;0.0;3;0
SAM;19820501;7.1;-6.2;0.4;0.0;0;0
SAM;19820502;8.9;-3.3;2.5;0.0;0;0
SAM;19820503;9.7;-4.0;3.8;0.0;0;0
SAM;19820504;7.8;-0.7;3.4;0.2;0;0
SAM;19820505;5.3;1.0;2.7;11.7;0;1
SAM;19820506;8.9;0.8;3.1;6.3;1;8
SAM;19820507;5.3;-3.6;-0.3;0.0;8;0
SAM;19820508;4.1;-4.0;-0.1;8.9;0;11
SAM;19820509;7.6;-1.9;2.2;3.8;11;0
SAM;19820510;9.9;-5.2;2.6;0.0;0;0
SAM;19820511;11.1;-6.0;2.5;0.0;0;0
SAM;19820512;13.8;-5.7;4.1;0.0;0;0
SAM;19820513;13.1;-6.2;4.1;0.0;0;0
SAM;19820514;15.5;-5.6;5.2;0.0;0;0
SAM;19820515;16.6;-3.7;7.0;0.0;0;0
SAM;19820516;16.2;0.5;8.7;0.0;0;0
SAM;19820517;15.0;-0.1;7.6;0.0;0;0
SAM;19820518;16.6;-0.9;8.1;0.0;0;0
SAM;19820519;16.2;1.8;9.0;0.2;0;0
SAM;19820520;15.9;2.9;9.1;0.1;0;0
SAM;19820521;14.8;0.0;8.0;1.4;0;0
SAM;19820522;15.5;-1.0;8.2;5.8;0;0
SAM;19820523;14.4;4.5;7.9;16.9;0;0
SAM;19820524;6.7;1.4;4.2;0.5;0;0
SAM;19820525;15.6;-3.0;6.0;0.0;0;0
SAM;19820526;16.8;-2.5;8.2;0.0;0;0
SAM;19820527;17.1;0.7;9.7;0.0;0;0
SAM;19820528;16.0;2.8;9.1;6.3;0;0
SAM;19820529;16.6;2.1;10.2;0.0;0;0
SAM;19820530;17.6;1.4;9.8;0.0;0;0
SAM;19820531;16.4;4.7;11.2;0.0;0;0
SAM;19820601;19.0;1.2;11.0;0.0;0;0
SAM;19820602;18.7;2.5;11.2;0.0;0;0
SAM;19820603;19.9;1.1;11.7;0.0;0;0
SAM;19820604;18.3;3.6;10.6;4.1;0;0
SAM;19820605;18.7;5.3;11.5;5.9;0;0
SAM;19820606;17.7;6.9;11.4;3.5;0;0
SAM;19820607;18.3;4.5;12.2;0.0;0;0
SAM;19820608;18.5;2.0;10.8;1.9;0;0
SAM;19820609;18.6;8.3;13.2;0.0;0;0
SAM;19820610;19.7;3.5;12.7;0.0;0;0
SAM;19820611;15.0;4.0;9.7;31.0;0;0
SAM;19820612;9.6;0.9;4.9;33.2;0;0
SAM;19820613;7.1;1.3;3.5;5.2;0;0
SAM;19820614;8.8;2.4;5.4;0.0;0;0
SAM;19820615;11.8;-1.0;5.8;0.0;0;0
SAM;19820616;13.0;-2.6;6.8;1.4;0;0
SAM;19820617;17.4;6.7;11.3;0.0;0;0
SAM;19820618;17.4;6.9;11.4;2.4;0;0
SAM;19820619;16.5;3.4;10.8;0.0;0;0
SAM;19820620;18.2;1.8;10.9;0.0;0;0
SAM;19820621;16.7;5.6;10.8;1.6;0;0
SAM;19820622;19.1;6.1;13.2;5.9;0;0
SAM;19820623;15.5;6.5;10.2;10.7;0;0
SAM;19820624;19.1;4.3;11.8;0.0;0;0
SAM;19820625;19.1;5.6;13.1;5.1;0;0
SAM;19820626;13.4;7.6;11.1;25.9;0;0
SAM;19820627;11.6;4.8;7.5;0.4;0;0
SAM;19820628;16.8;1.4;9.4;0.0;0;0
SAM;19820629;17.2;5.7;10.8;1.2;0;0
SAM;19820630;15.1;2.8;9.7;0.0;0;0
SAM;19820701;17.8;-0.2;10.0;0.0;0;0
SAM;19820702;19.7;2.4;12.6;3.6;0;0
SAM;19820703;19.4;10.9;14.6;0.6;0;0
SAM;19820704;17.0;6.7;12.7;2.2;0;0
SAM;19820705;22.7;2.2;13.3;0.0;0;0
SAM;19820706;23.8;4.8;16.1;0.0;0;0
SAM;19820707;20.1;4.6;15.2;0.0;0;0
SAM;19820708;23.1;1.9;13.4;0.0;0;0
SAM;19820709;24.4;2.8;14.3;0.0;0;0
SAM;19820710;23.0;3.7;13.8;0.0;0;0
SAM;19820711;23.3;3.6;14.9;0.0;0;0
SAM;19820712;22.6;2.6;14.5;0.0;0;0
SAM;19820713;22.5;3.7;14.4;0.5;0;0
SAM;19820714;22.1;5.2;14.5;0.0;0;0
SAM;19820715;22.6;6.3;14.5;0.0;0;0
SAM;19820716;25.0;3.9;13.8;13.4;0;0
SAM;19820717;20.1;8.5;13.3;13.3;0;0
SAM;19820718;19.6;5.7;12.1;0.2;0;0
SAM;19820719;19.4;5.1;12.5;0.2;0;0
SAM;19820720;20.1;8.2;13.6;6.3;0;0
SAM;19820721;21.9;6.8;13.4;2.0;0;0
SAM;19820722;21.0;6.7;13.4;0.0;0;0
SAM;19820723;17.3;7.9;11.8;20.2;0;0
SAM;19820724;17.1;7.2;10.3;2.0;0;0
SAM;19820725;13.8;4.3;9.4;0.6;0;0
SAM;19820726;12.5;8.7;10.3;0.9;0;0
SAM;19820727;11.5;7.5;8.9;7.0;0;0
SAM;19820728;9.0;5.1;7.0;6.8;0;0
SAM;19820729;19.2;4.7;10.6;0.0;0;0
SAM;19820730;21.6;4.0;12.2;1.0;0;0
SAM;19820731;16.5;6.9;10.6;4.6;0;0
SAM;19820801;20.4;3.3;12.0;0.0;0;0
SAM;19820802;19.5;2.7;12.0;8.2;0;0
SAM;19820803;15.4;6.9;10.3;3.4;0;0
SAM;19820804;16.7;5.6;10.9;1.8;0;0
SAM;19820805;19.4;9.5;13.2;4.4;0;0
SAM;19820806;17.7;6.8;10.4;7.5;0;0
SAM;19820807;15.0;7.0;9.6;3.5;0;0
